RELEVANT_IMPRESSIONS_DAILY,FROM_IDEOLOGY,TO_IDEOLOGY,FROM_MEDIA,TO_MEDIA,FROM_LR,TO_LR
31453.689702578,Partisan Right,Unclassified,YouTube,YouTube,R,L
250437.688417274,Unclassified,Anti-SJW,YouTube,YouTube,C,C
10724.901902858,Anti-SJW,White Identitarian,YouTube,YouTube,R,R
9073241.47050696,Partisan Left,Partisan Left,YouTube,Mainstream Media,L,L
6638.062145701,Unclassified,Socialist,YouTube,YouTube,L,L
1088326.77631607,Partisan Left,Partisan Right,Mainstream Media,YouTube,L,R
24460.34715909,Conspiracy,Unclassified,YouTube,YouTube,C,L
496.111816072,QAnon,White Identitarian,YouTube,YouTube,R,R
5.393133427,,Religious Conservative,,Missing Link Media,,R
381.52357587,Center/Left MSM,Anti-theist,Mainstream Media,YouTube,L,L
8376.447672925,Unclassified,Conspiracy,YouTube,YouTube,R,R
21272.363726516,Religious Conservative,Social Justice,YouTube,YouTube,R,L
1694.053586971,Partisan Right,Socialist,YouTube,YouTube,C,L
0.04631995455,,Socialist,,YouTube,,C
5137.600682179,Anti-theist,Religious Conservative,YouTube,YouTube,C,R
328701.596072553,Center/Left MSM,Social Justice,Mainstream Media,Missing Link Media,L,L
100823.72759026,Libertarian,Partisan Right,YouTube,YouTube,R,R
31479.275439058,Unclassified,Conspiracy,YouTube,YouTube,C,C
239026.290657891,QAnon,Unclassified,YouTube,YouTube,R,C
1313.946463271,Social Justice,QAnon,YouTube,YouTube,L,R
365696.543513147,QAnon,Center/Left MSM,YouTube,Mainstream Media,R,C
0,,Anti-SJW,,YouTube,,L
104532.35305993,Libertarian,Unclassified,YouTube,YouTube,R,R
434392.922504328,Social Justice,Partisan Left,Mainstream Media,YouTube,L,L
44.682677944,Partisan Left,Center/Left MSM,Mainstream Media,Missing Link Media,L,L
296.833978272,Social Justice,Anti-theist,Missing Link Media,YouTube,L,C
14.17256068,Unclassified,White Identitarian,Mainstream Media,YouTube,R,R
2917.174192517,Partisan Right,Center/Left MSM,Mainstream Media,Missing Link Media,R,C
111123.454388118,MRA,Anti-SJW,YouTube,YouTube,R,R
265801.494916764,Black,Partisan Left,YouTube,Mainstream Media,C,L
17348.134304502,Anti-SJW,Anti-SJW,YouTube,Missing Link Media,R,R
1744.494419638,Religious Conservative,QAnon,Missing Link Media,YouTube,R,R
5612.633569841,Center/Left MSM,Partisan Left,Missing Link Media,YouTube,C,L
29113.216128241,Center/Left MSM,Black,Mainstream Media,YouTube,L,C
13438.270064897,Unclassified,Partisan Left,Mainstream Media,YouTube,R,L
6488.965377847,Anti-SJW,LGBT,YouTube,YouTube,R,L
637.076376931,Social Justice,Religious Conservative,Mainstream Media,Missing Link Media,L,R
5.476143315,Religious Conservative,Center/Left MSM,YouTube,Mainstream Media,C,L
7145.188398052,MRA,Partisan Left,YouTube,YouTube,R,L
8007331.0657321,Social Justice,,Mainstream Media,,L,
796198.515910556,Unclassified,,Mainstream Media,,R,
19.010696144,Anti-theist,White Identitarian,YouTube,YouTube,L,R
143553.683066244,Anti-SJW,Center/Left MSM,YouTube,Missing Link Media,R,C
73.510486836,Black,MRA,YouTube,YouTube,C,C
35717.082773697,Libertarian,Libertarian,YouTube,YouTube,C,R
17146.504813709,Religious Conservative,Libertarian,YouTube,YouTube,R,C
43502.934353626,Social Justice,Unclassified,Mainstream Media,Mainstream Media,L,R
24207.974050389,Social Justice,Center/Left MSM,Missing Link Media,Missing Link Media,L,C
9.712843172,Anti-theist,Libertarian,YouTube,YouTube,L,C
3329.525526717,,Unclassified,,YouTube,,L
91380.951141219,Unclassified,Partisan Left,YouTube,YouTube,C,L
92676.723110891,White Identitarian,White Identitarian,YouTube,YouTube,R,R
51195.693331524,Anti-theist,Anti-theist,YouTube,YouTube,C,L
1076.503041632,Unclassified,White Identitarian,YouTube,YouTube,R,R
2997.278537615,Center/Left MSM,QAnon,Mainstream Media,YouTube,L,R
1297.749730456,Socialist,Black,YouTube,YouTube,L,C
7030.274408689,Partisan Left,Black,YouTube,YouTube,L,L
777.106916835,Libertarian,Social Justice,YouTube,YouTube,C,L
9561.09013081,Unclassified,Socialist,YouTube,YouTube,R,L
670906.44938619,Conspiracy,Center/Left MSM,YouTube,Mainstream Media,R,C
65568.350366135,Unclassified,Center/Left MSM,YouTube,Mainstream Media,R,L
444.002698514,Partisan Left,Center/Left MSM,YouTube,Mainstream Media,C,L
19914.436134981,Anti-SJW,Socialist,YouTube,YouTube,L,L
44830.474031676,Conspiracy,Religious Conservative,YouTube,Missing Link Media,R,R
2243076.57612268,Center/Left MSM,Partisan Right,Mainstream Media,Mainstream Media,L,R
104.436707899,Socialist,Anti-SJW,YouTube,Missing Link Media,L,R
1624374.4981073,Partisan Right,Partisan Left,YouTube,Mainstream Media,R,L
272418.347209317,Religious Conservative,Partisan Right,Missing Link Media,YouTube,R,R
1121.92295548,Partisan Left,Anti-SJW,YouTube,YouTube,C,R
3470.187109299,Black,Libertarian,YouTube,YouTube,C,R
138441.34146015,Partisan Right,Center/Left MSM,YouTube,Mainstream Media,C,C
1437823.76065918,Unclassified,,YouTube,,R,
3260.083782496,Libertarian,Anti-SJW,YouTube,YouTube,C,C
4.5065517,LGBT,Center/Left MSM,YouTube,Mainstream Media,C,C
45769.035766458,Libertarian,Partisan Left,YouTube,YouTube,R,L
51048.941275782,Center/Left MSM,Unclassified,Missing Link Media,YouTube,C,C
3646.936440855,Anti-theist,Partisan Right,YouTube,YouTube,L,R
86.59717829,Libertarian,LGBT,YouTube,YouTube,R,L
137270.815524225,Unclassified,Partisan Left,Mainstream Media,Mainstream Media,R,L
1086.772080873,Social Justice,Partisan Right,Mainstream Media,YouTube,L,C
1600.868811252,Center/Left MSM,Social Justice,Mainstream Media,YouTube,C,C
3081.59421738,Partisan Right,Black,YouTube,YouTube,R,L
117.868122398,Unclassified,Libertarian,YouTube,YouTube,R,C
34.546713747,Partisan Left,MRA,YouTube,YouTube,L,C
253.398303106,Unclassified,Anti-theist,YouTube,YouTube,R,C
111152.022123738,QAnon,,YouTube,,C,
39203.541849087,Partisan Right,Unclassified,Missing Link Media,Mainstream Media,R,R
131.82775129,Socialist,Unclassified,YouTube,YouTube,C,L
129.247995356,Center/Left MSM,Anti-SJW,Mainstream Media,Missing Link Media,L,R
1350.848445351,QAnon,Conspiracy,YouTube,YouTube,C,R
23479.564865896,Partisan Right,Center/Left MSM,YouTube,Missing Link Media,R,C
1.172853455,Conspiracy,Social Justice,YouTube,Mainstream Media,L,L
689.954431249,Social Justice,Libertarian,YouTube,YouTube,L,C
145604.293705247,Anti-SJW,Anti-SJW,Missing Link Media,YouTube,R,R
450558.400022817,Partisan Right,Partisan Right,Missing Link Media,Mainstream Media,R,R
2.757563445,Partisan Left,QAnon,YouTube,YouTube,L,C
21042.656437981,Partisan Right,Anti-SJW,Missing Link Media,YouTube,R,C
0.3594753057,Center/Left MSM,MRA,Mainstream Media,YouTube,L,C
397.538292362,Religious Conservative,Black,YouTube,YouTube,R,L
0.007748011364,Black,Black,YouTube,YouTube,R,L
76160.417326181,Partisan Right,Religious Conservative,Mainstream Media,Missing Link Media,R,R
647.381397141,Socialist,Religious Conservative,YouTube,Missing Link Media,L,R
116.614037438,Partisan Left,Center/Left MSM,Mainstream Media,Mainstream Media,C,C
5.181648122,Unclassified,Partisan Left,Mainstream Media,YouTube,L,L
10233.046604172,Religious Conservative,MRA,Missing Link Media,YouTube,R,R
721.271810063,Social Justice,Partisan Left,Mainstream Media,Mainstream Media,L,C
0.1422530795,Religious Conservative,Conspiracy,YouTube,YouTube,C,C
692662.426670811,Partisan Right,Partisan Right,YouTube,Mainstream Media,C,R
311.687641499,MRA,Conspiracy,YouTube,YouTube,C,C
6782.355293275,Libertarian,Partisan Left,YouTube,Mainstream Media,C,L
7681.977811843,QAnon,Anti-SJW,YouTube,YouTube,C,R
122.763570026,Partisan Right,Black,YouTube,YouTube,C,L
1572.522235747,Unclassified,Center/Left MSM,YouTube,Missing Link Media,L,C
186.796114682,White Identitarian,Black,YouTube,YouTube,R,L
5.302140806,White Identitarian,Anti-SJW,YouTube,YouTube,C,C
1972.496764942,Unclassified,Unclassified,YouTube,Mainstream Media,C,L
0,LGBT,Socialist,YouTube,YouTube,L,C
27.361206224,Partisan Left,Center/Left MSM,YouTube,Missing Link Media,C,C
36.997242612,Social Justice,,Mainstream Media,,C,
36.414723907,Unclassified,Partisan Left,Mainstream Media,Mainstream Media,L,L
3.111631449,MRA,QAnon,YouTube,YouTube,R,C
14.119002697,Socialist,Religious Conservative,YouTube,YouTube,C,R
9781.987871684,Anti-SJW,Partisan Left,YouTube,YouTube,L,L
417.36948731,LGBT,Partisan Right,YouTube,Mainstream Media,L,R
1813.044790915,Anti-SJW,Partisan Right,YouTube,Mainstream Media,L,R
596.430016878,MRA,Unclassified,YouTube,Mainstream Media,R,R
4671.119968134,Religious Conservative,Unclassified,Missing Link Media,YouTube,R,L
4.722426676,Conspiracy,Anti-SJW,YouTube,YouTube,L,R
28.756899112,Partisan Right,Black,YouTube,YouTube,R,R
1.002827045,Anti-SJW,White Identitarian,YouTube,YouTube,C,C
84.816724886,Black,Partisan Right,YouTube,YouTube,L,C
3.55083295,Conspiracy,Black,YouTube,YouTube,L,C
95.929117938,QAnon,Anti-theist,YouTube,YouTube,C,L
0.1319984091,Partisan Right,MRA,YouTube,YouTube,C,C
795.722037528,Center/Left MSM,Partisan Right,Missing Link Media,YouTube,C,R
58436.220286007,Social Justice,Anti-SJW,Mainstream Media,YouTube,L,C
12868.127361186,Religious Conservative,Unclassified,YouTube,YouTube,R,L
295863.026574951,Anti-SJW,Partisan Right,YouTube,Mainstream Media,C,R
9402.605837921,Partisan Left,Anti-theist,Mainstream Media,YouTube,L,L
38829.40208576,Religious Conservative,Partisan Left,YouTube,YouTube,R,L
7250.019435358,MRA,Partisan Right,YouTube,YouTube,R,R
0.8139121591,Socialist,MRA,YouTube,YouTube,C,C
63.814207505,Unclassified,Socialist,YouTube,YouTube,L,C
2293.517618479,Conspiracy,Partisan Right,YouTube,YouTube,R,C
23322.976822039,Anti-SJW,Libertarian,YouTube,YouTube,R,C
193589.119188223,Partisan Right,Unclassified,Mainstream Media,YouTube,R,R
777.952125718,Partisan Right,Black,Mainstream Media,YouTube,R,L
102057.852935667,Religious Conservative,Center/Left MSM,YouTube,Mainstream Media,R,L
2218.527490687,Black,Social Justice,YouTube,YouTube,C,C
72.729724857,Partisan Left,LGBT,YouTube,YouTube,L,L
26.933091063,White Identitarian,LGBT,YouTube,YouTube,R,L
51765.774804803,Unclassified,Social Justice,Mainstream Media,Mainstream Media,R,L
91733.733372056,LGBT,,YouTube,,L,
4424.07073956,Socialist,Anti-theist,YouTube,YouTube,L,L
76.963453414,Center/Left MSM,Libertarian,Mainstream Media,YouTube,L,C
150273.054829072,Unclassified,Center/Left MSM,Mainstream Media,Mainstream Media,R,L
12257.648296855,QAnon,Social Justice,YouTube,Missing Link Media,R,L
0.07508748301,Social Justice,MRA,Missing Link Media,YouTube,L,C
1285.136342341,Black,Socialist,YouTube,YouTube,L,L
289.280061682,Conspiracy,Partisan Right,YouTube,Missing Link Media,C,R
64639.210207067,Partisan Right,Unclassified,Missing Link Media,YouTube,R,C
1834.522435859,White Identitarian,Center/Left MSM,YouTube,Missing Link Media,R,C
1314.926608115,Religious Conservative,Partisan Right,YouTube,Mainstream Media,C,R
5429.461812382,Partisan Right,Social Justice,YouTube,YouTube,C,L
3501.419888258,LGBT,Anti-SJW,YouTube,YouTube,L,R
0.3790002273,Partisan Left,Anti-SJW,Mainstream Media,YouTube,C,C
148.292631403,Partisan Left,Partisan Right,Mainstream Media,Mainstream Media,C,R
122.262348628,MRA,Social Justice,YouTube,Missing Link Media,C,L
2251.001974913,QAnon,Unclassified,YouTube,YouTube,C,R
32.823866482,White Identitarian,,YouTube,,C,
5072.817529786,Social Justice,Unclassified,YouTube,Mainstream Media,L,L
2138.544485627,Anti-theist,Center/Left MSM,YouTube,Missing Link Media,C,C
594.82082022,Anti-SJW,Socialist,YouTube,YouTube,R,C
853.253737785,Conspiracy,Social Justice,YouTube,YouTube,C,C
6147.177704411,Socialist,Center/Left MSM,YouTube,Missing Link Media,L,C
0,Center/Left MSM,Anti-SJW,Mainstream Media,YouTube,L,L
60.792870505,Partisan Left,Anti-SJW,YouTube,YouTube,L,L
4205.909793983,QAnon,Religious Conservative,YouTube,YouTube,R,C
28.624578718,Anti-theist,Partisan Right,YouTube,YouTube,C,C
119.828924785,MRA,Unclassified,YouTube,Mainstream Media,C,R
262.596183915,Unclassified,Partisan Left,YouTube,YouTube,R,C
0.001349431818,Partisan Left,Black,Mainstream Media,YouTube,C,L
0,Center/Left MSM,QAnon,Missing Link Media,YouTube,C,R
7.907403056,MRA,QAnon,YouTube,YouTube,C,R
45.3317345,Black,Anti-theist,YouTube,YouTube,L,L
164.534854127,Anti-SJW,QAnon,Missing Link Media,YouTube,R,R
8809.040588929,Social Justice,Anti-theist,Missing Link Media,YouTube,L,L
104.873834766,Libertarian,Anti-SJW,YouTube,YouTube,R,L
975.274989983,Partisan Right,Partisan Right,Mainstream Media,Missing Link Media,C,R
7.598929578,Anti-theist,Black,YouTube,YouTube,L,L
0.102585625,Black,Religious Conservative,YouTube,Missing Link Media,R,R
4.018529072,Partisan Left,Libertarian,Mainstream Media,YouTube,C,R
1637.70291033,Anti-SJW,Libertarian,YouTube,YouTube,L,R
8.902238071,Partisan Left,Anti-theist,YouTube,YouTube,C,L
0,Partisan Right,Libertarian,Mainstream Media,YouTube,C,C
5.764394419,Conspiracy,MRA,YouTube,YouTube,C,C
0.1808427431,Unclassified,Anti-SJW,YouTube,YouTube,L,L
0,Anti-theist,LGBT,YouTube,YouTube,L,C
0,Center/Left MSM,White Identitarian,Missing Link Media,YouTube,C,R
270.948411854,Conspiracy,Partisan Left,YouTube,YouTube,C,C
7055.082103445,Partisan Left,Partisan Left,YouTube,YouTube,L,C
5.132871717,Conspiracy,Unclassified,YouTube,Mainstream Media,C,L
648.980959589,Center/Left MSM,Conspiracy,Missing Link Media,YouTube,C,C
842.017815233,Social Justice,Partisan Right,YouTube,Mainstream Media,C,R
8.90666283,Social Justice,Libertarian,YouTube,YouTube,C,R
0.7578088796,Social Justice,LGBT,YouTube,YouTube,L,C
3.588191375,Anti-SJW,LGBT,Missing Link Media,YouTube,R,L
0,Partisan Left,LGBT,YouTube,YouTube,C,L
14.570459027,Partisan Right,MRA,Missing Link Media,YouTube,R,C
0.7591277557,Unclassified,LGBT,Mainstream Media,YouTube,R,L
25.021042092,Partisan Right,Anti-theist,YouTube,YouTube,C,L
93.574830685,Libertarian,Unclassified,YouTube,Mainstream Media,C,R
61.329835145,Anti-theist,Religious Conservative,YouTube,YouTube,L,C
12.195594744,Libertarian,Socialist,YouTube,YouTube,C,C
818.565286633,Anti-SJW,Center/Left MSM,YouTube,Mainstream Media,L,L
0,Center/Left MSM,QAnon,Missing Link Media,YouTube,C,C
9239.167630173,QAnon,QAnon,YouTube,YouTube,C,C
0.01278396307,Unclassified,Conspiracy,YouTube,YouTube,C,L
626.726288496,Libertarian,Religious Conservative,YouTube,Missing Link Media,C,R
5.548421051,Conspiracy,Religious Conservative,YouTube,Missing Link Media,L,R
3831.939525186,Religious Conservative,Partisan Right,Missing Link Media,Mainstream Media,R,C
0.1662920282,White Identitarian,Partisan Left,YouTube,Mainstream Media,R,C
0.005681818182,Center/Left MSM,Religious Conservative,Missing Link Media,YouTube,L,C
0.008145409091,Religious Conservative,Black,YouTube,YouTube,C,L
1.825890568,Black,Partisan Left,YouTube,Mainstream Media,L,C
2.630412699,QAnon,White Identitarian,YouTube,YouTube,C,R
2437.493722927,Unclassified,Partisan Right,Mainstream Media,Mainstream Media,R,C
241.781673294,Anti-SJW,Unclassified,YouTube,YouTube,L,R
495.80118634,Libertarian,Center/Left MSM,YouTube,Missing Link Media,C,C
4.277728207,Partisan Left,Black,YouTube,YouTube,C,L
1.678193006,Center/Left MSM,Conspiracy,Missing Link Media,YouTube,L,C
27.695359105,QAnon,Religious Conservative,YouTube,YouTube,C,C
10.934313098,Anti-SJW,Center/Left MSM,Missing Link Media,Missing Link Media,R,L
0.2555086094,Partisan Left,Conspiracy,Mainstream Media,YouTube,C,R
0.08084190625,White Identitarian,Partisan Right,YouTube,YouTube,C,R
0.9268397727,Partisan Left,Social Justice,Mainstream Media,Missing Link Media,C,L
0.2368751619,Religious Conservative,Center/Left MSM,YouTube,Missing Link Media,C,C
248.050840713,Anti-SJW,Anti-theist,YouTube,YouTube,L,L
1.582149009,Center/Left MSM,Unclassified,Missing Link Media,Mainstream Media,L,R
0.1366440831,Social Justice,Social Justice,Mainstream Media,Mainstream Media,C,L
0.6807930708,Anti-theist,Black,YouTube,YouTube,C,R
1.299320085,Center/Left MSM,Partisan Right,Missing Link Media,Mainstream Media,C,C
0.04540389276,Unclassified,Anti-SJW,Mainstream Media,YouTube,L,C
3.038293665,Black,Unclassified,YouTube,YouTube,R,L
2.421627528,Partisan Left,Religious Conservative,Mainstream Media,YouTube,C,C
1.987338049,MRA,Anti-SJW,YouTube,YouTube,C,L
0,Anti-SJW,Black,YouTube,YouTube,L,C
0,Social Justice,Conspiracy,Mainstream Media,YouTube,L,L
296.389080952,QAnon,Center/Left MSM,YouTube,Missing Link Media,C,C
0.1371482955,Anti-theist,Partisan Left,YouTube,Mainstream Media,L,C
0,Social Justice,QAnon,YouTube,YouTube,C,C
0.004892683239,Social Justice,Social Justice,YouTube,Mainstream Media,L,C
0.05152738636,White Identitarian,Libertarian,YouTube,YouTube,C,R
0.4585920178,Center/Left MSM,White Identitarian,Mainstream Media,YouTube,C,C
0,Unclassified,White Identitarian,Mainstream Media,YouTube,L,R
0.003099181818,QAnon,LGBT,YouTube,YouTube,R,C
0.6285017045,Partisan Left,Partisan Right,YouTube,Mainstream Media,C,C
1.126285658,LGBT,Religious Conservative,YouTube,YouTube,L,C
0,Unclassified,Unclassified,Mainstream Media,YouTube,L,R
0.223861875,LGBT,Conspiracy,YouTube,YouTube,C,R
250.64190846,Center/Left MSM,Center/Left MSM,Missing Link Media,Missing Link Media,L,L
0.06882102273,MRA,Center/Left MSM,YouTube,Missing Link Media,C,L
0,Center/Left MSM,LGBT,Missing Link Media,YouTube,C,C
0,Anti-SJW,Partisan Left,Missing Link Media,Mainstream Media,R,C
0.008462443182,Socialist,Black,YouTube,YouTube,L,R
0.3598622159,LGBT,Anti-SJW,YouTube,YouTube,L,L
0,Unclassified,Socialist,Mainstream Media,YouTube,L,C
0.16525275,Social Justice,Partisan Right,YouTube,Mainstream Media,C,C
0.3959356193,Unclassified,Social Justice,YouTube,Mainstream Media,L,C
0.03031496875,Religious Conservative,Center/Left MSM,Missing Link Media,Missing Link Media,R,L
0.413304928,Conspiracy,Social Justice,YouTube,Missing Link Media,L,L
0.06810334195,Unclassified,Center/Left MSM,Mainstream Media,Missing Link Media,L,C
0.06632349148,MRA,Partisan Left,YouTube,Mainstream Media,C,C
0,MRA,Social Justice,YouTube,Mainstream Media,R,C
0,LGBT,Unclassified,YouTube,Mainstream Media,C,R
0,Social Justice,Center/Left MSM,Mainstream Media,Mainstream Media,C,L
0,Anti-SJW,LGBT,Missing Link Media,YouTube,R,C
0,Partisan Left,QAnon,Mainstream Media,YouTube,C,C
0,Social Justice,Socialist,YouTube,YouTube,C,C
18288445.2029992,Anti-SJW,Anti-SJW,YouTube,YouTube,R,R
549.479155327,,Partisan Left,,YouTube,,L
779.457084159,,Anti-SJW,,YouTube,,C
351.35668995,,Conspiracy,,YouTube,,C
483392.586238718,Partisan Right,Libertarian,YouTube,YouTube,R,R
836462.857742574,Unclassified,Center/Left MSM,YouTube,Mainstream Media,C,C
24636.659294575,Unclassified,Libertarian,YouTube,YouTube,R,R
8783.546923056,Partisan Right,Conspiracy,Mainstream Media,YouTube,R,R
1994225.57045613,Partisan Right,Anti-SJW,YouTube,YouTube,R,R
110784.180653827,Social Justice,Anti-SJW,YouTube,YouTube,L,C
5199.947625737,Socialist,Anti-theist,YouTube,YouTube,L,C
36123.309038741,Partisan Right,Conspiracy,YouTube,YouTube,R,C
5.135569521,,Libertarian,,YouTube,,C
63294.895203917,Center/Left MSM,Black,Mainstream Media,YouTube,C,C
1386920.08343437,Partisan Right,Partisan Right,Mainstream Media,YouTube,R,R
0,,Partisan Left,,Mainstream Media,,C
2654.362181207,Partisan Right,Partisan Right,YouTube,YouTube,R,C
10520910.755957,Partisan Left,Social Justice,Mainstream Media,Mainstream Media,L,L
8761.300424861,Unclassified,Conspiracy,YouTube,YouTube,C,R
95.880546828,,Partisan Left,,YouTube,,C
510524.910098243,Partisan Right,Social Justice,YouTube,Mainstream Media,R,L
1459295.31973558,Anti-SJW,Partisan Right,YouTube,YouTube,R,R
38963.769992565,Partisan Left,Black,YouTube,YouTube,L,C
100750.625903914,Social Justice,Partisan Right,YouTube,YouTube,L,R
810405.473258532,Social Justice,Unclassified,Mainstream Media,YouTube,L,C
4077.797584445,Unclassified,Libertarian,YouTube,YouTube,L,R
3628.688244205,Center/Left MSM,MRA,Mainstream Media,YouTube,C,R
271457.412034505,Anti-SJW,Center/Left MSM,YouTube,Mainstream Media,C,L
7809.651346319,Partisan Right,Anti-SJW,Mainstream Media,Missing Link Media,R,R
650.58229908,Socialist,White Identitarian,YouTube,YouTube,L,R
284110.170963815,Partisan Right,Unclassified,Mainstream Media,YouTube,R,C
194409.724109046,Unclassified,Partisan Right,YouTube,Mainstream Media,R,R
706563.984251732,Center/Left MSM,Unclassified,Mainstream Media,Mainstream Media,C,R
225279.353917842,Anti-SJW,Religious Conservative,YouTube,Missing Link Media,R,R
3986.411317442,Partisan Right,Anti-theist,YouTube,YouTube,R,C
35037.125731983,Religious Conservative,Unclassified,YouTube,YouTube,R,R
4781.291816436,Center/Left MSM,Religious Conservative,Mainstream Media,YouTube,L,R
697697.916702012,Partisan Left,Social Justice,YouTube,YouTube,L,L
6279.800267684,Social Justice,Black,Mainstream Media,YouTube,L,L
6146.941590669,Social Justice,Religious Conservative,YouTube,YouTube,L,R
195528.206924623,Religious Conservative,Anti-SJW,Missing Link Media,YouTube,R,R
2398.599201226,Libertarian,Libertarian,YouTube,YouTube,R,C
165.68306482,Social Justice,White Identitarian,YouTube,YouTube,L,R
118928.198340255,Partisan Right,Unclassified,YouTube,Mainstream Media,R,R
27341.002873703,White Identitarian,Partisan Right,YouTube,YouTube,R,R
144.800305252,Libertarian,Anti-SJW,YouTube,Missing Link Media,R,R
484.980445301,Social Justice,Anti-SJW,Missing Link Media,Missing Link Media,L,R
1331.786944347,Partisan Left,Social Justice,YouTube,Mainstream Media,C,L
2649.888116228,LGBT,Anti-SJW,YouTube,YouTube,L,C
2415.047220928,Unclassified,Religious Conservative,YouTube,YouTube,R,R
5447.623199455,Anti-theist,Partisan Left,YouTube,YouTube,L,L
10992.091062487,Black,Unclassified,YouTube,YouTube,L,C
717.414137698,White Identitarian,Anti-theist,YouTube,YouTube,R,C
372980.846027766,QAnon,Partisan Left,YouTube,Mainstream Media,R,L
9.359673771,Anti-theist,MRA,YouTube,YouTube,L,C
7.651249003,Partisan Right,QAnon,YouTube,YouTube,R,C
24697.602090932,Conspiracy,Social Justice,YouTube,YouTube,C,L
80947.409153226,QAnon,Partisan Right,YouTube,Mainstream Media,C,R
2165.551662159,White Identitarian,Partisan Right,YouTube,Missing Link Media,R,R
57.395261227,LGBT,Religious Conservative,YouTube,YouTube,L,R
21.115187859,Unclassified,Social Justice,YouTube,YouTube,L,C
0.4542915938,Anti-SJW,LGBT,YouTube,YouTube,C,C
36.70318239,,Black,,YouTube,,L
7726775.42095847,Partisan Left,Partisan Right,Mainstream Media,Mainstream Media,L,R
168539.22047073,Unclassified,Partisan Right,Mainstream Media,YouTube,R,R
5043.382503164,Partisan Left,QAnon,Mainstream Media,YouTube,L,R
801.126336484,Anti-theist,Black,YouTube,YouTube,C,C
199.388435348,,Center/Left MSM,,Missing Link Media,,C
1066625.19482502,Religious Conservative,Religious Conservative,Missing Link Media,Missing Link Media,R,R
28050.18932186,Partisan Right,Socialist,YouTube,YouTube,R,L
4227720.24154733,Social Justice,Social Justice,YouTube,YouTube,L,L
715.723141017,Unclassified,Black,YouTube,YouTube,C,L
460596.109320956,Anti-SJW,Partisan Left,YouTube,Mainstream Media,C,L
1039050.55738434,Anti-SJW,Unclassified,YouTube,YouTube,R,C
18868.312485776,Unclassified,Unclassified,Mainstream Media,YouTube,R,R
51840.287547087,Unclassified,Unclassified,YouTube,YouTube,C,R
27400558.8858483,Center/Left MSM,,Mainstream Media,,C,
772288.283832035,Partisan Right,Social Justice,Mainstream Media,Mainstream Media,R,L
125348.35301237,Partisan Right,Unclassified,YouTube,YouTube,R,R
0,,Center/Left MSM,,Missing Link Media,,L
3.14659753,Center/Left MSM,MRA,Mainstream Media,YouTube,C,C
84445.44351754,Libertarian,Anti-SJW,YouTube,YouTube,R,C
24910.183327909,Anti-theist,Anti-SJW,YouTube,YouTube,C,R
20243.109375102,Partisan Left,Anti-theist,YouTube,YouTube,L,L
460.933497923,Unclassified,QAnon,YouTube,YouTube,L,R
139257.701782157,Black,Center/Left MSM,YouTube,Mainstream Media,C,C
655.415321461,Anti-SJW,White Identitarian,YouTube,YouTube,C,R
4733695.94480849,Conspiracy,,YouTube,,R,
0.007747926136,Partisan Left,MRA,Mainstream Media,YouTube,L,C
4275.207522942,Anti-theist,Social Justice,YouTube,YouTube,L,L
745.340114809,MRA,Partisan Right,YouTube,YouTube,C,R
7.606821392,Social Justice,Anti-SJW,Mainstream Media,Missing Link Media,L,R
25.896588885,Anti-theist,QAnon,YouTube,YouTube,L,R
2188.166736917,White Identitarian,Conspiracy,YouTube,YouTube,R,R
272.432861977,Social Justice,Anti-SJW,YouTube,Missing Link Media,L,R
133.567797961,Social Justice,Libertarian,Mainstream Media,YouTube,L,C
8676.834915088,Libertarian,Center/Left MSM,YouTube,Mainstream Media,C,C
6376.959489984,Unclassified,Unclassified,Mainstream Media,YouTube,R,L
3600.353619322,Partisan Right,Anti-theist,Mainstream Media,YouTube,R,C
51554.1157621,Center/Left MSM,Center/Left MSM,Missing Link Media,Mainstream Media,C,L
150.439009836,MRA,QAnon,YouTube,YouTube,R,R
100489.825962873,Partisan Right,Partisan Left,Missing Link Media,Mainstream Media,R,L
6473.36559797,Unclassified,Conspiracy,Mainstream Media,YouTube,R,C
63.801437547,Socialist,Anti-SJW,YouTube,YouTube,C,R
256.990414426,Socialist,QAnon,YouTube,YouTube,L,R
55.426203748,Black,Religious Conservative,YouTube,YouTube,C,C
263.647667335,Socialist,Anti-SJW,YouTube,YouTube,C,C
3982.211447161,Conspiracy,Libertarian,YouTube,YouTube,R,C
189.009192171,Unclassified,Anti-SJW,YouTube,Missing Link Media,C,R
6.384567408,Conspiracy,Conspiracy,YouTube,YouTube,R,L
19848.760048074,Libertarian,Unclassified,YouTube,YouTube,C,C
2022.143596628,Anti-SJW,Social Justice,YouTube,YouTube,R,C
1792469.51894465,Center/Left MSM,,Missing Link Media,,C,
2800333.69784283,Social Justice,,YouTube,,L,
12132.381557807,Partisan Left,Religious Conservative,YouTube,Missing Link Media,L,R
1404.458731335,Partisan Right,Unclassified,Mainstream Media,YouTube,C,C
5092980.73236358,Partisan Right,,Mainstream Media,,R,
68.613077974,Center/Left MSM,Partisan Left,Mainstream Media,Mainstream Media,C,C
95649.847126535,Partisan Right,Center/Left MSM,Missing Link Media,Mainstream Media,R,L
10015.848728019,Partisan Left,,YouTube,,C,
248.123379122,Religious Conservative,Religious Conservative,YouTube,YouTube,C,R
156558.63222566,Anti-SJW,Center/Left MSM,Missing Link Media,Mainstream Media,R,C
